symbol,date,volume,close,open,high,low
FRO,2001-08-06,11020,5.388369560241699,5.424412165995824,5.424412165995824,5.370348257364637
FRO,2001-08-07,3040,5.262217998504639,5.291052179722574,5.291052179722574,5.211758593847948
FRO,2001-08-08,7100,5.136069297790527,5.226175776699133,5.226175776699133,5.1036311853699505
FRO,2001-08-09,6060,5.063985347747803,5.121653728278124,5.150487368576849,5.045964047577882
FRO,2001-08-10,6720,5.132466793060303,5.136071273589779,5.218969376069092,5.125258381967866
FRO,2001-08-13,8880,5.49649715423584,5.334305434930521,5.532539758525911,5.280241528495414
FRO,2001-08-14,226360,5.521725654602051,5.442432052571111,5.568581139882362,5.435223643289457
FRO,2001-08-15,5620,5.255011558532715,5.244198667781109,5.298262571572668,5.226177366517257
FRO,2001-08-16,11860,5.3343048095703125,5.190134409311655,5.442432609764306,5.190134409311655
FRO,2001-08-17,3080,5.172114372253418,5.1901356766863564,5.226178285552234,5.172114372253418
FRO,2001-08-20,8440,4.8801655769348145,4.883770055264654,4.952250743802189,4.829706180114123
FRO,2001-08-21,13920,5.199570655822754,5.069581389427185,5.292420131819589,5.051011494227818
FRO,2001-08-22,10940,5.626678466796875,5.533828987146761,5.652676207757257,5.478119299356694
FRO,2001-08-23,4560,5.552398681640625,5.608108367409594,5.6266782626659175,5.444693515837242
FRO,2001-08-24,6000,5.6823883056640625,5.663818409240323,5.730670149707436,5.626678616392846
FRO,2001-08-27,4960,5.6823883056640625,5.6823883056640625,5.6823883056640625,5.645248512816584
FRO,2001-08-28,7360,5.496687889099121,5.608107238202481,5.608107238202481,5.459548106064667
FRO,2001-08-29,1740,5.455835819244385,5.459550025536919,5.485547769459719,5.455835819244385
FRO,2001-08-30,7500,5.2367095947265625,5.422408516525377,5.422408516525377,5.20328401548603
FRO,2001-08-31,4040,5.162429332733154,5.210711159258601,5.210711159258601,5.106719663674882
FRO,2001-09-04,5620,5.125290393829346,5.114148344848957,5.181000072023143,5.088150608366814
FRO,2001-09-05,4120,5.2218546867370605,5.199570586113286,5.329559850766119,5.199570586113286
FRO,2001-09-06,13600,5.25899600982666,5.236711902706258,5.310991504163084,5.236711902706258
FRO,2001-09-07,4360,5.2367095947265625,5.2367095947265625,5.266421535556,5.1995698103668
FRO,2001-09-10,11160,5.0881524085998535,5.0881524085998535,5.0881524085998535,5.013872811394016
FRO,2001-09-17,14880,4.7167510986328125,4.828170415923351,4.939589733213889,4.642471553772453
FRO,2001-09-18,10160,4.549622535705566,4.698181638912279,4.698181638912279,4.549622535705566
FRO,2001-09-19,21940,4.215366840362549,4.4939153099900295,4.4939153099900295,4.066807656561226
FRO,2001-09-20,15280,3.8439695835113525,3.713980273924012,4.048238498577173,3.676840471184772
FRO,2001-09-21,75820,3.3240103721618652,3.528279165981868,3.528279165981868,3.290584512865966
FRO,2001-09-24,61680,3.5654187202453613,3.6954079444209738,3.6954079444209738,3.531992863072257
FRO,2001-09-25,42780,3.5468502044677734,3.639699686260123,3.7139792716940034,3.4540007226754232
FRO,2001-09-26,28920,3.3871471881866455,3.5468483256134506,3.60255798517806,3.3425795738765505
FRO,2001-09-27,16020,3.3388659954071045,3.3722918512421187,3.3722918512421187,3.3054401395720903
FRO,2001-09-28,21980,3.3797202110290527,3.342580428490272,3.3797202110290527,3.2868707546821008
FRO,2001-10-01,32160,3.4354310035705566,3.461428746472135,3.461428746472135,3.3982912089373616
FRO,2001-10-02,14240,3.428001642227173,3.472569262738898,3.472569262738898,3.416859595422231
FRO,2001-10-03,29440,3.2868707180023193,3.1568814805671996,3.3054406090644797,3.1568814805671996
FRO,2001-10-04,30040,3.238590717315674,3.2683026731404534,3.2683026731404534,3.194023066932716
FRO,2001-10-05,13920,3.2125914096832275,3.249731194766271,3.249731194766271,3.11974194697562
FRO,2001-10-08,4320,3.305441379547119,3.2497316933749767,3.305441379547119,3.212591902593548
FRO,2001-10-09,9680,3.1383116245269775,3.2125911896045394,3.2125911896045394,3.1197417332575874
FRO,2001-10-10,50300,3.34629487991333,3.138312121435745,3.4168605345809295,3.138312121435745
FRO,2001-10-11,28240,3.3834338188171387,3.350007960961491,3.3982897871256523,3.350007960961491
FRO,2001-10-12,18760,3.294299364089966,3.335153361068355,3.335153361068355,3.268301623607463
FRO,2001-10-15,23220,3.2125914096832275,3.11974194697562,3.2274473803872596,3.1085998981090777
FRO,2001-10-16,68540,2.9414706230163574,3.18287920617705,3.18287920617705,2.934042779953033
FRO,2001-10-17,11720,3.0083229541778564,2.9711831646201055,3.0788886110084057,2.9711831646201055
FRO,2001-10-18,29120,2.8114821910858154,2.92290156906841,2.92290156906841,2.7966265007047744
FRO,2001-10-19,30600,2.8040549755096436,2.748345274009452,2.8411947765097714,2.6926355725092606
FRO,2001-10-22,28000,2.8226239681243896,2.8040540735972552,2.896903546232926,2.7891981013047276
FRO,2001-10-23,31780,2.9748966693878174,2.971182747624101,3.1011719928326555,2.9526128554514504
FRO,2001-10-24,12500,3.0268917083740234,3.0268917083740234,3.0826013717183303,3.0083218205925877
FRO,2001-10-25,12640,2.8226239681243896,2.889475701763714,2.889475701763714,2.8040540735972552
FRO,2001-10-26,76500,2.934044361114502,2.841194856015942,2.967470239620824,2.8300528020624336
FRO,2001-10-29,12480,2.8969030380249023,2.9897524943718543,2.9897524943718543,2.8969030380249023
FRO,2001-10-30,20080,2.8560495376586914,2.915473137289315,2.915473137289315,2.841193566912517
FRO,2001-10-31,6020,2.8151957988739014,2.841193534870962,2.8597634272557393,2.76320004352571
FRO,2001-11-01,9500,2.874619960784912,2.841194091275551,2.8931898568063206,2.804054299232733
FRO,2001-11-02,18540,2.7854833602905273,2.837479106353421,2.837479106353421,2.7854833602905273
FRO,2001-11-05,7740,2.692634344100952,2.752057941920643,2.7780559607726776,2.692634344100952
FRO,2001-11-06,44800,2.562645196914673,2.6703506314268295,2.6703506314268295,2.5329332552030173
FRO,2001-11-07,7060,2.5032222270965576,2.525506047313791,2.525506047313791,2.4326565602801957
FRO,2001-11-08,9360,2.581214666366577,2.5255049973083055,2.651780303844527,2.5255049973083055
FRO,2001-11-09,7280,2.596071720123291,2.6183555403919674,2.6332115150224675,2.573787899854614
FRO,2001-11-12,12860,2.5440762042999268,2.618355801505764,2.618355801505764,2.4883665063955487
FRO,2001-11-13,28260,2.8226239681243896,2.618355128325914,2.8226239681243896,2.618355128325914
FRO,2001-11-14,16320,2.729774236679077,2.711204343912553,2.7817699930961606,2.6926344511460285
FRO,2001-11-15,10360,2.651780843734741,2.6369248722904564,2.6740646592241246,2.599785085356788
FRO,2001-11-16,29680,3.052889823913574,2.859763079910578,3.1011716515913417,2.859763079910578
FRO,2001-11-19,13340,2.9325788021087646,3.007773130367964,3.007773130367964,2.913780220043965
FRO,2001-11-20,5540,2.887463092803955,2.8949824129051995,2.9100213399513644,2.827307384619296
FRO,2001-11-21,11900,2.81978702545166,2.857384185791016,2.857384185791016,2.8009884452819827
FRO,2001-11-23,9100,2.797229528427124,2.808508507413914,2.816028113582086,2.7558726984549358
FRO,2001-11-26,34480,3.2408766746520996,3.2521559429489435,3.2521559429489435,3.1769615858865405
FRO,2001-11-27,78880,3.1280856132507324,3.218318912772989,3.218318912772989,3.0829691069114795
FRO,2001-11-28,19840,2.9927353858947754,3.12808517269373,3.1581630305795914,2.9927353858947754
FRO,2001-11-29,12560,3.04913067817688,3.0303320916445395,3.0754488714283568,3.0077738451744644
FRO,2001-11-30,45020,3.3461480140686035,3.1468829052349303,3.3649465984173035,3.1468829052349303
FRO,2001-12-03,10000,3.2897541522979736,3.327351342609951,3.346149937765939,3.2897541522979736
