ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000530.SZ,20250512,5.55,5.59,5.48,5.55,5.53,0.02,0.3617,268042.35,148146.165
000530.SZ,20250509,5.64,5.71,5.51,5.53,5.71,-0.18,-3.1524,443757.0,247828.377
000530.SZ,20250508,5.37,5.82,5.37,5.71,5.4,0.31,5.7407,679069.78,383477.991
000530.SZ,20250507,5.46,5.49,5.33,5.4,5.41,-0.01,-0.1848,258109.29,139517.143
000530.SZ,20250506,5.28,5.41,5.28,5.41,5.25,0.16,3.0476,239860.14,128772.837
000530.SZ,20250430,5.25,5.31,5.23,5.25,5.22,0.03,0.5747,191874.33,101231.003
000530.SZ,20250429,5.18,5.27,5.14,5.22,5.22,0.0,0.0,184613.8,96278.751
000530.SZ,20250428,5.31,5.41,5.21,5.22,5.34,-0.12,-2.2472,247803.5,130611.113
000530.SZ,20250425,5.25,5.45,5.21,5.34,5.23,0.11,2.1033,326648.5,174106.914
000530.SZ,20250424,5.4,5.41,5.19,5.23,5.41,-0.18,-3.3272,324932.03,170965.972
000530.SZ,20250423,5.28,5.43,5.26,5.41,5.25,0.16,3.0476,368761.26,197447.729
000530.SZ,20250422,5.21,5.38,5.2,5.25,5.18,0.07,1.3514,379343.06,200438.463
000530.SZ,20250421,5.06,5.19,5.03,5.18,5.06,0.12,2.3715,221853.86,113444.605
000530.SZ,20250418,5.0,5.1,4.98,5.06,5.01,0.05,0.998,194625.41,98017.733
000530.SZ,20250417,4.98,5.07,4.95,5.01,5.02,-0.01,-0.1992,195426.03,98227.641
000530.SZ,20250416,5.13,5.2,4.95,5.02,5.19,-0.17,-3.2755,286139.0,144879.519
000530.SZ,20250415,5.13,5.23,5.04,5.19,5.11,0.08,1.5656,359862.4,184675.74
000530.SZ,20250414,5.1,5.29,5.06,5.11,4.93,0.18,3.6511,412709.2,213535.676
000530.SZ,20250411,4.79,5.03,4.79,4.93,4.88,0.05,1.0246,320504.2,158338.585
000530.SZ,20250410,4.86,4.99,4.82,4.88,4.75,0.13,2.7368,409335.76,200903.205
000530.SZ,20250409,4.55,4.78,4.22,4.75,4.69,0.06,1.2793,502110.98,225684.284
000530.SZ,20250408,4.89,4.98,4.51,4.69,5.0,-0.31,-6.2,550859.66,259605.746
000530.SZ,20250407,5.1,5.24,5.0,5.0,5.55,-0.55,-9.9099,199773.0,100862.813
000530.SZ,20250403,5.72,5.84,5.55,5.55,5.84,-0.29,-4.9658,482974.62,273255.895
000530.SZ,20250402,5.8,5.99,5.67,5.84,5.75,0.09,1.5652,401702.3,235169.251
000530.SZ,20250401,5.72,5.9,5.59,5.75,5.8,-0.05,-0.8621,483313.99,278472.83
000530.SZ,20250331,6.31,6.33,5.8,5.8,6.44,-0.64,-9.9379,701955.12,418802.902
000530.SZ,20250328,6.22,6.57,6.21,6.44,6.35,0.09,1.4173,592960.6,380990.448
000530.SZ,20250327,6.64,6.9,6.33,6.35,6.7,-0.35,-5.2239,900507.83,594208.554
000530.SZ,20250326,6.51,6.99,6.42,6.7,6.67,0.03,0.4498,999928.85,665297.86
000530.SZ,20250325,6.27,6.79,6.15,6.67,6.4,0.27,4.2188,1084784.54,706732.166
000530.SZ,20250324,6.51,6.99,6.21,6.4,6.35,0.05,0.7874,1413168.54,936449.68
000530.SZ,20250321,6.09,6.41,6.09,6.35,6.09,0.26,4.2693,1067472.28,671259.022
000530.SZ,20250320,6.05,6.2,6.0,6.09,6.04,0.05,0.8278,532352.99,325027.656
000530.SZ,20250319,6.01,6.08,5.99,6.04,6.04,0.0,0.0,288976.28,174389.318
000530.SZ,20250318,6.0,6.07,5.96,6.04,5.99,0.05,0.8347,338054.48,203397.353
000530.SZ,20250317,6.04,6.08,5.98,5.99,5.98,0.01,0.1672,310342.01,186622.756
000530.SZ,20250314,5.86,6.0,5.78,5.98,5.87,0.11,1.8739,364757.85,216193.86
000530.SZ,20250313,6.0,6.0,5.8,5.87,6.02,-0.15,-2.4917,331834.2,195060.768
000530.SZ,20250312,5.87,6.1,5.84,6.02,5.86,0.16,2.7304,557165.41,333248.696
000530.SZ,20250311,5.85,5.88,5.77,5.86,5.92,-0.06,-1.0135,364646.47,212065.005
000530.SZ,20250310,5.98,5.99,5.84,5.92,5.94,-0.02,-0.3367,291546.3,172003.243
000530.SZ,20250307,5.98,6.07,5.91,5.94,6.02,-0.08,-1.3289,462821.0,277159.237
000530.SZ,20250306,6.0,6.05,5.96,6.02,6.01,0.01,0.1664,525458.1,315405.202
000530.SZ,20250305,6.02,6.03,5.89,6.01,6.09,-0.08,-1.3136,480529.71,286439.941
000530.SZ,20250304,6.0,6.15,5.82,6.09,6.08,0.01,0.1645,803085.09,484648.197
000530.SZ,20250303,5.94,6.09,5.81,6.08,5.92,0.16,2.7027,980335.29,583322.493
000530.SZ,20250228,6.17,6.32,5.9,5.92,6.18,-0.26,-4.2071,1232304.47,749294.289
000530.SZ,20250227,5.69,6.18,5.69,6.18,5.62,0.56,9.9644,883100.04,530851.516
000530.SZ,20250226,5.52,5.64,5.51,5.62,5.49,0.13,2.3679,333221.71,186644.404
000530.SZ,20250225,5.45,5.55,5.43,5.49,5.54,-0.05,-0.9025,190802.8,104907.228
000530.SZ,20250224,5.5,5.59,5.42,5.54,5.54,0.0,0.0,338345.91,186365.578
000530.SZ,20250221,5.51,5.6,5.46,5.54,5.5,0.04,0.7273,318969.19,176704.906
000530.SZ,20250220,5.43,5.52,5.4,5.5,5.44,0.06,1.1029,241242.57,132398.791
000530.SZ,20250219,5.36,5.45,5.34,5.44,5.36,0.08,1.4925,256883.75,139030.685
000530.SZ,20250218,5.59,5.65,5.35,5.36,5.62,-0.26,-4.6263,365766.14,200543.518
000530.SZ,20250217,5.5,5.69,5.48,5.62,5.53,0.09,1.6275,360331.09,201804.247
000530.SZ,20250214,5.79,5.79,5.5,5.53,5.8,-0.27,-4.6552,577146.52,323864.042
000530.SZ,20250213,6.0,6.01,5.8,5.8,6.04,-0.24,-3.9735,586052.0,344078.247
000530.SZ,20250212,5.86,6.08,5.8,6.04,5.87,0.17,2.8961,769313.95,460135.183
000530.SZ,20250211,5.85,6.0,5.82,5.87,5.88,-0.01,-0.1701,483475.82,285781.77
000530.SZ,20250210,6.03,6.03,5.83,5.88,6.01,-0.13,-2.1631,632052.35,373438.323
000530.SZ,20250207,6.06,6.11,5.91,6.01,6.09,-0.08,-1.3136,804648.22,482962.365
000530.SZ,20250206,6.07,6.27,6.01,6.09,6.14,-0.05,-0.8143,901351.92,550141.952
000530.SZ,20250205,5.95,6.18,5.81,6.14,6.03,0.11,1.8242,653177.58,391933.623
000530.SZ,20250127,5.85,6.17,5.76,6.03,5.88,0.15,2.551,708458.82,425162.806
000530.SZ,20250124,5.74,5.89,5.62,5.88,5.82,0.06,1.0309,566318.95,325880.125
000530.SZ,20250123,5.78,5.89,5.67,5.82,5.7,0.12,2.1053,609587.1,352829.896
000530.SZ,20250122,5.8,5.82,5.61,5.7,5.95,-0.25,-4.2017,608988.8,346654.063
000530.SZ,20250121,5.79,6.08,5.73,5.95,5.79,0.16,2.7634,902833.5,534042.779
000530.SZ,20250120,5.52,5.79,5.51,5.79,5.51,0.28,5.0817,621890.73,353240.077
000530.SZ,20250117,5.58,5.6,5.47,5.51,5.46,0.05,0.9158,584277.18,323063.075
000530.SZ,20250116,5.45,5.54,5.36,5.46,5.41,0.05,0.9242,451494.73,246498.833
000530.SZ,20250115,5.4,5.55,5.35,5.41,5.47,-0.06,-1.0969,509672.03,276972.231
000530.SZ,20250114,5.37,5.58,5.31,5.47,5.31,0.16,3.0132,727769.18,393651.656
000530.SZ,20250113,5.15,5.34,5.06,5.31,5.25,0.06,1.1429,319324.93,166651.608
000530.SZ,20250110,5.27,5.37,5.2,5.25,5.36,-0.11,-2.0522,380053.86,199968.797
000530.SZ,20250109,5.23,5.53,5.21,5.36,5.27,0.09,1.7078,408534.29,218433.494
000530.SZ,20250108,5.26,5.32,5.07,5.27,5.3,-0.03,-0.566,359724.11,187917.191
000530.SZ,20250107,5.17,5.31,5.13,5.3,5.19,0.11,2.1195,350748.01,183180.421
000530.SZ,20250106,5.25,5.31,5.03,5.19,5.43,-0.24,-4.4199,384005.04,198876.211
000530.SZ,20250103,5.88,5.88,5.33,5.43,5.92,-0.49,-8.277,658382.89,358647.424
000530.SZ,20250102,5.88,6.12,5.81,5.92,6.01,-0.09,-1.4975,624678.55,371710.828
000530.SZ,20241231,5.9,6.42,5.89,6.01,5.91,0.1,1.692,894283.59,547831.988
000530.SZ,20241230,6.1,6.1,5.81,5.91,6.15,-0.24,-3.9024,418353.85,246721.386
000530.SZ,20241227,6.0,6.22,5.99,6.15,6.13,0.02,0.3263,512297.27,314058.855
000530.SZ,20241226,5.83,6.13,5.83,6.13,5.9,0.23,3.8983,587971.3,351731.038
000530.SZ,20241225,6.18,6.18,5.81,5.9,6.26,-0.36,-5.7508,586276.52,347786.523
000530.SZ,20241224,6.43,6.48,6.0,6.26,6.41,-0.15,-2.3401,856698.97,528253.81
000530.SZ,20241223,6.88,6.9,6.25,6.41,6.93,-0.52,-7.5036,1006566.93,655736.202
000530.SZ,20241220,7.11,7.17,6.7,6.93,7.44,-0.51,-6.8548,1594861.78,1104962.145
000530.SZ,20241219,6.53,7.44,6.39,7.44,6.76,0.68,10.0592,2029542.33,1438651.659
000530.SZ,20241218,6.53,7.49,6.53,6.76,7.25,-0.49,-6.7586,1699637.15,1175046.158
000530.SZ,20241217,7.93,7.93,6.93,7.25,7.48,-0.23,-3.0749,2303233.14,1741088.433
000530.SZ,20241216,7.48,7.48,7.48,7.48,6.8,0.68,10.0,84222.27,62998.258
000530.SZ,20241213,6.8,6.8,6.8,6.8,6.18,0.62,10.0324,172532.62,117322.182
000530.SZ,20241212,5.63,6.18,5.62,6.18,5.62,0.56,9.9644,470238.6,280158.057
000530.SZ,20241211,5.54,5.62,5.53,5.62,5.57,0.05,0.8977,229006.45,127890.614
000530.SZ,20241210,5.8,5.85,5.56,5.57,5.67,-0.1,-1.7637,383044.68,217482.054
000530.SZ,20241209,5.7,5.82,5.58,5.67,5.75,-0.08,-1.3913,428020.2,244254.217
000530.SZ,20241206,5.83,6.09,5.67,5.75,5.57,0.18,3.2316,824900.5,479893.748
000530.SZ,20241205,5.35,5.65,5.33,5.57,5.41,0.16,2.9575,345009.31,189976.795
