ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002752.SZ,20250512,5.54,5.59,5.48,5.51,5.53,-0.02,-0.3617,95463.4,52567.225
002752.SZ,20250509,5.57,5.6,5.49,5.53,5.58,-0.05,-0.8961,78278.4,43245.419
002752.SZ,20250508,5.51,5.59,5.48,5.58,5.51,0.07,1.2704,98763.34,54914.228
002752.SZ,20250507,5.54,5.6,5.48,5.51,5.49,0.02,0.3643,105138.8,58185.478
002752.SZ,20250506,5.47,5.52,5.45,5.49,5.4,0.09,1.6667,91668.55,50198.519
002752.SZ,20250430,5.49,5.55,5.4,5.4,5.46,-0.06,-1.0989,90073.45,49153.566
002752.SZ,20250429,5.4,5.48,5.28,5.46,5.5,-0.04,-0.7273,118730.68,64106.846
002752.SZ,20250428,5.6,5.61,5.45,5.5,5.61,-0.11,-1.9608,89708.29,49343.659
002752.SZ,20250425,5.63,5.68,5.59,5.61,5.61,0.0,0.0,72494.0,40768.596
002752.SZ,20250424,5.57,5.69,5.55,5.61,5.58,0.03,0.5376,109939.45,61928.439
002752.SZ,20250423,5.55,5.67,5.51,5.58,5.53,0.05,0.9042,115122.35,64430.106
002752.SZ,20250422,5.44,5.56,5.43,5.53,5.46,0.07,1.2821,106922.8,58806.657
002752.SZ,20250421,5.41,5.47,5.37,5.46,5.38,0.08,1.487,78708.1,42695.32
002752.SZ,20250418,5.37,5.4,5.31,5.38,5.38,0.0,0.0,86349.7,46214.028
002752.SZ,20250417,5.34,5.46,5.3,5.38,5.38,0.0,0.0,107949.55,58368.877
002752.SZ,20250416,5.4,5.49,5.28,5.38,5.42,-0.04,-0.738,147875.75,79416.374
002752.SZ,20250415,5.37,5.48,5.29,5.42,5.34,0.08,1.4981,153484.83,82735.284
002752.SZ,20250414,5.26,5.4,5.26,5.34,5.22,0.12,2.2989,119284.3,63835.637
002752.SZ,20250411,5.26,5.32,5.18,5.22,5.27,-0.05,-0.9488,136034.17,71315.955
002752.SZ,20250410,5.29,5.39,5.25,5.27,5.19,0.08,1.5414,156539.15,83324.68
002752.SZ,20250409,5.13,5.25,4.83,5.19,5.2,-0.01,-0.1923,166355.29,84207.285
002752.SZ,20250408,5.3,5.36,5.09,5.2,5.36,-0.16,-2.9851,273511.8,142372.429
002752.SZ,20250407,5.6,5.66,5.36,5.36,5.96,-0.6,-10.0671,166213.0,90191.032
002752.SZ,20250403,5.91,6.03,5.89,5.96,5.97,-0.01,-0.1675,136161.5,81219.014
002752.SZ,20250402,5.84,6.08,5.82,5.97,5.85,0.12,2.0513,171203.3,102377.575
002752.SZ,20250401,5.78,5.91,5.78,5.85,5.77,0.08,1.3865,123120.06,72052.818
002752.SZ,20250331,5.89,5.97,5.71,5.77,5.93,-0.16,-2.6981,149415.51,86860.894
002752.SZ,20250328,5.95,5.96,5.85,5.93,5.93,0.0,0.0,111442.41,65819.526
002752.SZ,20250327,6.0,6.02,5.9,5.93,6.02,-0.09,-1.495,120119.0,71520.456
002752.SZ,20250326,6.06,6.08,5.98,6.02,6.09,-0.07,-1.1494,213254.69,128375.071
002752.SZ,20250325,5.9,6.12,5.81,6.09,5.91,0.18,3.0457,252536.82,151275.977
002752.SZ,20250324,5.94,5.99,5.79,5.91,5.96,-0.05,-0.8389,165564.1,97559.057
002752.SZ,20250321,6.03,6.07,5.92,5.96,6.05,-0.09,-1.4876,162100.0,96958.363
002752.SZ,20250320,6.02,6.13,5.98,6.05,6.02,0.03,0.4983,208136.13,126315.508
002752.SZ,20250319,6.04,6.08,5.97,6.02,6.04,-0.02,-0.3311,102004.75,61281.159
002752.SZ,20250318,6.08,6.08,5.97,6.04,6.04,0.0,0.0,128675.08,77349.234
002752.SZ,20250317,6.09,6.13,6.0,6.04,6.07,-0.03,-0.4942,197249.73,119157.655
002752.SZ,20250314,5.68,6.12,5.65,6.07,5.68,0.39,6.8662,407741.63,242721.54
002752.SZ,20250313,5.78,5.82,5.59,5.68,5.78,-0.1,-1.7301,186448.35,105782.43
002752.SZ,20250312,5.83,5.9,5.74,5.78,5.79,-0.01,-0.1727,219111.26,126854.419
