Stock Code,Stock Name,Current Price,Market Value,Turnover,Net Profit
SH.601789,宁波建工,5.45,5923052315.5
SH.601636,旗滨集团,5.48,14705673636.76
SZ.002607,中公教育,3.12,19242286093.68
SH.601222,林洋能源,5.6,11536947273.6
SZ.002606,大连电瓷,8.6,3776029692.0
SZ.300248,新开普,14.12,6726039309.16
SZ.300247,融捷健康,3.77,3031231980.01
SZ.002598,山东章鼓,11.8,3682011536.8
SZ.300239,东宝生物,5.29,3140185965.57
SZ.002593,日上集团,5.09,4091637367.61
SZ.300232,洲明科技,7.17,7823238200.97
SZ.300230,永利股份,4.78,3887160247.98
SZ.002590,万安科技,12.37,6420679140.49
SZ.002588,史丹利,8.37,9641335872.6
SZ.300228,富瑞特装,7.44,4358809924.56
SH.601010,文峰股份,2.98,5507040000.0
SZ.002584,西陇科学,8.97,5249391305.34
SH.601311,骆驼股份,8.67,10171176843.06
SZ.300224,正海磁材,13.4,11225373670.2
SH.601566,九牧王,9.14,5252183551.0
SH.601599,浙文影业,3.57,4143136557.21
SZ.300222,科大智能,10.42,8109690458.28
SZ.300221,银禧科技,9.26,4440523593.1
SH.601208,东材科技,9.69,8689842996.87
SZ.300219,鸿利智汇,6.45,4566235613.7
SZ.300218,安利股份,14.48,3141971760.0
SZ.300217,东方电热,5.08,7508122855.2
SH.601113,华鼎股份,4.15,4582231737.9
SZ.002580,圣阳股份,12.92,5863987389.56
SZ.300213,佳讯飞鸿,8.43,5005047494.52
SZ.300206,理邦仪器,11.91,6903790450.86
SZ.002570,贝因美,6.07,6555863031.31
SZ.300201,海伦哲,5.29,5337840681.03
SZ.300200,高盟新材,9.79,4219227686.74
SZ.300196,长海股份,11.71,4786070788.79
SZ.002567,唐人神,4.86,6964629769.98
SZ.300194,福安药业,4.13,4913512137.66
SZ.300193,佳士科技,9.63,4753355163.21
SZ.002566,益盛药业,7.17,2372922972.0
SZ.002565,顺灏股份,3.89,4123356906.58
SH.601199,江南水务,5.43,5078191885.56
SZ.002563,森马服饰,5.96,16056777353.6
SZ.300187,永清环保,4.99,3221654603.35
SZ.002556,辉隆股份,5.47,5177453897.6
SH.601116,三江购物,10.98,6013508832.0
SZ.002552,宝鼎科技,13.67,5584769673.13
SZ.300184,力源信息,10.56,12186365896.32
SZ.300182,捷成股份,5.4,14384658412.8
SZ.300180,华峰超纤,7.36,12961402740.8
SZ.002550,千红制药,5.99,7666002000.0
SZ.300179,四方达,9.33,4533529383.9
SZ.002546,新联电子,5.06,4220288425.76
SZ.002545,东方铁塔,7.76,9653921764.08
SZ.300173,福能东方,5.75,4224672763.5
SZ.300172,中电环保,5.04,3410618400.0
SZ.300171,东富龙,12.09,9258861003.6
SH.601616,广电电气,3.85,3286649978.15
SZ.002543,万和电气,11.57,8603452000.0
SZ.002540,亚太科技,6.15,7696835626.2
SZ.002539,云图控股,8.46,10217343026.52
SZ.002538,司尔特,5.09,4344598833.67
SZ.300164,通源石油,4.02,2365603688.58
SZ.300160,秀强股份,5.57,4305310846.44
SZ.002535,林州重机,4.05,3246816449.7
SZ.002534,西子洁能,11.54,8530443517.76
SZ.002533,金杯电工,9.98,7324731798.76
SZ.002531,天顺风能,6.67,11985180648.86
SZ.300154,瑞凌股份,10.33,4643905226.33
SH.601890,亚星锚链,9.34,8960796000.0
SZ.300151,昌红科技,13.47,7172892148.59
SZ.002526,山东矿机,3.91,6970723898.76
SZ.300146,汤臣倍健,11.19,19032460372.89
SZ.002521,齐峰新材,9.37,5247772038.5
SZ.300145,中金环境,3.61,6934449851.96
SZ.300143,盈康生命,9.48,7104801205.92
SZ.002516,旷达科技,5.16,7589527599.12
SZ.002515,金字火腿,5.32,6440467352.48
SZ.002511,中顺洁柔,6.76,8737678647.88
SZ.002510,天汽模,6.05,6141589183.4
SZ.002507,涪陵榨菜,13.18,15208652789.04
SZ.002506,协鑫集成,2.21,12929199303.67
SZ.300142,沃森生物,10.19,16297361632.79
SZ.300140,节能环境,5.98,18532420755.68
SZ.002498,汉缆股份,3.36,11178034560.0
SZ.002497,雅化集团,11.36,13093110227.2
SZ.300138,晨光生物,11.26,5439707047.18
SZ.002492,恒基达鑫,5.77,2336850000.0
SZ.300133,华策影视,7.14,13573666225.14
SZ.300132,青松股份,5.4,2789536784.4
SZ.002491,通鼎互联,5.11,6285271895.0
SZ.002489,浙江永强,3.69,8003670194.97
SZ.300131,英唐智控,7.22,8194840681.7
SZ.300129,泰胜风能,6.68,6245126869.76
SZ.002483,润邦股份,6.35,5629074422.55
SZ.002481,双塔食品,5.18,6390547870.0
SZ.002479,富春环保,5.2,4498000000.0
SZ.002478,常宝股份,5.33,4804175395.24
SZ.300121,阳谷华泰,11.67,5236527926.82
SZ.002476,宝莫股份,4.44,2717280000.0
SZ.002469,三维化学,8.84,5735945649.2
SZ.002468,申通快递,10.58,16195886916.28
SZ.002467,二六三,5.46,7509530426.58
